username,like_linda,like_karl_peter,like_sandy,like_kevin,like_martin,like_claudia,like_best_cluster_of_all,like_best_cluster_of_top_20,used_hashtags
andres,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#sharpwin']
HisenseIntl,8.33%,0.0%,14.29%,11.11%,33.33%,0.0%,,"17.65%, Cluster: community cluster 22","['#refreshing', '#weekend', '#LaughtOff', '#FridayFeeling', '#FunDance', '#Hisense', '#CES2021', '#SeeTheIncredible', '#UnitedWeStand', '#DesignedForLife', '#LaserTV', '#VividBrightness', '#DistinctClarity', '#ImpossibleIsPossible', '#Love', '#LoveBuildsLove', '#HappyValentinesDay', '#hometheatre', '#tech', '#LikeNoOther', '#Smart', '#Real', '#HisenseIntl', '#stream', '#online', '#GoldenGlobeAward', '#health', '#ChineseNewYear', '#YearOfTheOx', '#EyeCare', '#technology', '#BlueLight', '#love', '#LoveStory', '#lovestory', '#ValentinesDay', '#LoveIsInTheAir', '#HisenseAndMonterrey', '#EarthHour', '#EarthHour2021', '#ForNature', '#GoGreen', '#DualCell', '#ULED', '#tv', '#tvtime', '#HomeIsHere', '#home', '#8K', '#HouseParty', '#innovation', '#InnovationForEveryone', '#HiTips', '#worldsleepday', '#sleep', '#HiSense', '#LEDTV', '#A6TV', '#sports', '#TGIF', '#Friends', '#Tuesday', '#movies', '#tuesdayvibe', '#Liveshow', '#thursdayvibes', '#Live', '#Music', '#ProductReview', '#reviews', '#game', '#YourHomeYourStadium', '#UpgradeYourHome', '#EURO2020', '#hisensemustfall', '#𝐇𝐢𝐬𝐞𝐧𝐬𝐞𝐄𝐔𝐑𝐎𝟐𝟎𝟐𝟎', '#𝐇𝐢𝐬𝐞𝐧𝐬𝐞', '#𝐆𝐢𝐯𝐞𝐚𝐰𝐚𝐲', '#𝐉𝐮𝐬𝐭𝐑𝐞𝐥𝐚𝐱', '#JustRelax', '#WithHisense', '#Photocontest', '#MonaLisa', '#Healthcare', '#HisenseEURO2020', '#UEFA', '#Giveaway', '#QuizChallenge', '#Football', '#FootballSeason', '#Gift', '#PSG', '#AllezParis', '#ParisSaintGermain', '#WeAreParis', '#Champion', '#ASMPSG', '#ThatMomentWhen', '#UpgradeHome', '#Entertainment', '#Poll', '#Footballgame', '#UpgradeSquad', '#SOTW', '#SkillOfTheDay', '#SamsungTradeIn', '#giveaways', '#HisenseGiveaway', '#FamilyTime', '#HisenseTV', '#HisenseWeekend', '#ULEDTVU', '#HisenseFans', '#HisenseUGC', '#EURO2020Sponsorship', '#HisenseU7TV', '#SkilloftheWeek', '#SkilloftheDay', '#QuizTime', '#Euro2020', '#EUROSkills', '#SWE', '#SVK', '#Eriksen', '#FathersDay', '#BestDad', '#MyHero', '#U8SportsMode', '#ad', '#Youtuber', '#Android', '#gaming', '#Footballseason', '#ULEDTV', '#PureFlat', '#ITA', '#SeeHisense', '#HisenseAreaFlex', '#HomeCook', '#HisenseKitchen', '#DinnertimeShowtime', '#MasterChef', '#HisenseRefrigerator', '#FreshnessOverloaded', '#HisenseHome', '#News', '#HiNews', '#WinnersAnnounced', '#ENG', '#HisenseCommunity', '#WinnerAnnounced', '#HisenseAE7000F', '#HiFacts', '#BuildingABetterWorld', '#HiTech', '#ULEDTVU8', '#HisenseWashingMachine', '#PureJet', '#Yourclothesbutbetter', '#Laundryday', '#YourFreshChoice', '#HiCommunity', '#Hi', '#FreshMaster', '#HiNano']"
ChikiluisOvando,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#SinFiltros']
ryu3,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
MrRogerLStewar2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#coinstatsupdates', '#apollolegend']"
kreuzer,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.88%, Cluster: community cluster 955","['#TWD', '#automatic', '#CRUNCHing', '#NCPasks', '#StashStockParty', '#GoldorChocolate', '#MarathonDRWFirstGoal', '#sweepstakes', '#KeytoWyn', '#whyitattoo', '#Sweepstakes', '#giveaway', '#win', '#ItCanWait', '#BudLightStimmyTix', '#OnePride', '#BoltUploins', '#fordlightning', '#ToTheMoon', '#SummerYourWay', '#lastchanceU', '#AllStarRace', '#badmintonschool', '#LETSGO', '#letsgoTigersMBL', '#Justlovinit', '#TheSaweetieMeal', '#DewDoOver']"
taylor,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.88%, Cluster: community cluster 22","['#LVBowl', '#GoodSam', '#HostessSnacks', '#CrispyMinis', '#Strawberries', '#New', '#NewItem', '#Crispy', '#Crunchy', '#Creamy', '#Snacks', '#BiteSize', '#Love', '#Yum', '#sandwich', '#WonderBread', '#hatch', '#LAFC', '#LAGalaxy', '#RivalryWeek', '#DestroyTheNexus', '#BudLightGaming', '#DisneyTinkerBellandColourPop', '#GFUEL', '#GalaxyGFUEL']"
hnt666,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#BarhainGP', '#F1', '#suspense', '#ElonMuskDay', '#MarsHelicopter', '#3', '#Starship', '#Apollo', '#Artemis', '#1', '#2', '#Giveaway2500e', '#StyrianGP', '#AskNASA', '#Dogecoin']"
MylanLassagne,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#GenshinImpact', '#ArtsOfFrance', '#FreeAdz', '#fortnite', '#FNDC63']"
PeterMa42952828,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
ColtonEpic,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#Cluckes', '#Happybirthday']"
TheBilawal,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#InaugurationDay', '#Inauguration2021', '#Ramadan', '#RamadanKareem', '#عيد_الفطر', '#عيد_مبارك', '#FreePalestine', '#RolandGarros', '#NewProfilePic', '#Wimbledon', '#EidAlAdha', '#عيد_اضحى_مبارك']"
PLCTrailblazer,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#risdWEvegotthis', '#edchat', '#wellnessbudget', '#BlackHistoryMonth', '#fromLangstontotheworld', '#RISDHonorsHeritage', '#TABSE2021', '#BecomeTheBlueprint', '#DobieTogetherWeAreOne', '#selfcare', '#RISDSEL', '#SELDay', '#cycling', '#RISDGreatness', '#Grateful', '#RISDgreatness', '#SELFCARE', '#This2shallPass', '#risdsaysomething', '#risdgreatness', '#MyHomeTown', '#PLN', '#LeadershipMatters', '#LeadersAreReaders', '#truthbomb', '#CultureDestroyers', '#PowerofLove', '#RISDPowerofLove', '#risdpoweroflove', '#TnLAlwaysHere', '#RISDPowerofLit', '#risdlitandint']"
shorsedcolour,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
LookRefined,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"11.76%, Cluster: community cluster 955","['#NewYearWithPLT', '#boohooBlueMonday', '#PLTLifestyle', '#giveaway', '#missguided', '#win', '#boohoonewyear', '#MissguidedBlueMonday', '#MissguidedGiftMe', '#MissguidedNoticeMe', '#MissguidedLovesDominos', '#PLTvouchers', '#PLTSuperFan', '#PrettyPleasePLT', '#ASOSTreatMe', '#mentalhealthmattera', '#JustGiving', '#FreePCmonday', '#boohootreats', '#VibePayFriday', '#GoodVibesOnly', '#MentalHealthMatters', '#MentalHealthAwareness', '#PLTPayDay', '#PLT', '#VenmoMe', '#originalPLT', '#MissguidedThursdayThrowback', '#MissguidedThrowbackThursday', '#PLTxMiamiSwim', '#Euros', '#PLTxSemiFinals', '#covidbrokeme', '#PLTcash', '#GetPaid', '#FridayFeeling', '#boohooADMINgiveaway', '#DominosBIGGiveaway', '#DominosBigGiveaway', '#WIN', '#JDLoveisland', '#JDOfficial', '#GetGrafting', '#loveisland', '#PayItForward']"
pstephenson1960,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#WTD', '#VFND', '#WeveGotACountryToSave', '#Wildcat']"
bkl1991,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#InternationalLefthandersDay']
BrianAmback,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.88%, Cluster: community cluster 955","['#fingerscrossed', '#giveaway', '#win', '#free', '#sweepstakes', '#Sig', '#SigSauer', '#SigMPX', '#MPXCopperhead', '#SigCopperhead', '#Colt', '#ColtPython', '#gungiveaway', '#winagun', '#dreamgun', '#Gun', '#Zenith', '#ZenithZ5RS', '#ZenithMP5', '#TrijiconRMO', '#dreampistol', '#MagTac', '#Maglite', '#MagliteNation', '#ThompsonCenterLRR', '#Noveske', '#NoveskeRecon', '#Recon', '#Vortex', '#VortexAMG', '#Scar17', '#FNScar', '#Scar17s', '#Scar', '#EOTech', '#dreamrifle', '#brokersoffreedomcannon', '#AUG', '#Steyr', '#SteyrAUG', '#AUGA3M1', '#Swiss', '#Surplus', '#SwissZFK55', '#ZFK55', '#ZFK55Rifle', '#SurplusZFK', '#riflegiveaway', '#winarifle', '#ATINORTHAMERICAGIVEAWAY', '#GunGiveaway', '#MaximDefense', '#MaximPDX', '#PDX', '#Sightmark', '#SightmarkOptics', '#KnightsArmament', '#SR15', '#TommyBuiltTG36', '#TG36', '#T36', '#TommyBuiltTactical', '#HKG36', '#Molot', '#MolotVepr', '#MolotVeprRPK', '#RPK', '#RPKRifle', '#RussianRPK', '#MolotRPK', '#VeprRPK', '#mountainhunterbox', '#AngiesSongGame', '#gaw', '#Springfield', '#M1A', '#Socom', '#SpringfieldM1A', '#PatreonStudioSweeps', '#GGGEntry']"
ModestoDelaros4,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#IVYPARKRODEO']
agyare,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
JWesalowski,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#Browns', '#browns', '#GoBrowns', '#clevelandindians', '#protection', '#CLESpring', '#greenmountaingrills', '#bustitchallange', '#porkbutt', '#superbowl', '#ignorance', '#basiceconomics', '#blindside', '#TEAMJUICE', '#CelebritySoftballGame', '#CLE', '#BudLightStimmyTix', '#Sweepstakes', '#foodplot', '#conservation', '#chestnuts', '#UMatter', '#DawgPoundFamily', '#NewProfilePic', '#ForTheFans']"
llzzqq,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#SquareEnixPresents']
MissLily760,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.88%, Cluster: community cluster 22","['#NationalComplimentDay', '#RealisBetter', '#ULTRAOrganicSeltzer', '#SBLV', '#Realisbetter', '#JoyWins', '#Sweepstakes', '#sweepstakes', '#WIN', '#contest', '#MTNDEWMAJORMELON', '#MyPromotionEntry', '#campingworldsuper', '#FastFoodiesFund', '#Giveaway', '#EyesOnTheClydes', '#MyTwitterAnniversary', '#Tastemade', '#ScorchinIsland', '#GroovesBreakEntry', '#PeakWhiteCheddar', '#ZestyDudeRanch', '#TieDyeTakeover', '#venmome', '#VenmoMe', '#SafeBeforeShows', '#PricelessSurprises', '#TGSummerBreak', '#ChipDipSip', '#GoFourthAmerica', '#CashAppForHotties', '#Chipdipsip', '#chipdipsip', '#SmartyPigSummerCamp', '#THINSProtectionProgram', '#GOALS', '#Goals', '#IbottaBacktoSchool', '#giveaway', '#free', '#Bonfire', '#firepit', '#fireplace', '#camping', '#tailgating', '#lake', '#beach', '#outdoors', '#outdoorliving', '#fire', '#BBQ', '#bbqlife', '#summer', '#Summer2021', '#MoneyGramMonday', '#HeinzSweepstakes', '#micheladamondays', '#labattsweeps', '#VrboReunionContest', '#CashAppExtraCredit', '#NationalDogDay', '#Trixy', '#MAKEITPOP', '#Miguel', '#attexplore', '#JohnnieWalkerEqualityDaySweepstakes', '#WomensEqualityDay']"
MayaNixon3,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
naanyametease,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
paulwm,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#stocks', '#buystocks', '#tradestocks', '#MTNDEWMAJORMELON', '#MyPromotionEntry', '#Webull', '#freestock', '#freefood', '#eatout', '#ordertakeout', '#TMobileTuesdays', '#contest', '#ToyotaRacingGiveaway', '#recallChesaBoudin', '#fireJayBaker', '#hoteldiscounts', '#traveldiscounts', '#GiveThanksNotPranks', '#EveryActionCounts', '#Sweepstakes', '#FreeSpinFriday', '#LiptonTogetherSweepstakes', '#getvaccinated', '#covid19', '#juventusisracist', '#racistjuventus', '#StopAsianHate', '#DifferencesMakeTheDifference', '#Olympics', '#Tokyo2020', '#ForzaJuve', '#DoBetter', '#freestorage', '#freecloud', '#googlephotosreplacement', '#CountdownEntry', '#RepresentationMatters']"
1957,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"11.76%, Cluster: community cluster 955","['#sweepstakes', '#KeytoWyn', '#WIN', '#FreshStart', '#FloridaStrawberries', '#tunespeak', '#SingItwithOREO', '#Sweepstakes', '#OscarCookMyKicks', '#giveaway', '#win', '#Mayophobia', '#durobikes', '#rideduro', '#ebike', '#ebikes', '#electricbike', '#bike', '#mtb', '#adventure', '#explore', '#outdoors', '#contest', '#BundleOfPower', '#HomePower', '#HomePowerGiveaway', '#cort', '#fishman', '#electricguitar', '#acousticguitar', '#bassguitar', '#7string', '#shredder', '#NABISCOSnackBracket', '#generark', '#backupbattery', '#portablepowerstation', '#solargenerator', '#solarpanel', '#renewableenergy', '#powersupply', '#generator', '#generarkpower', '#solarpowerone', '#emergencypreparedness', '#generarkcontest', '#generarksweepstakes', '#generarkgiveaway', '#prize', '#entertowin', '#DippinDots', '#fingerscrossed', '#gggentry', '#trynatural', '#RenewYourself', '#FeelGood', '#risebrewingco', '#risefromwithin', '#fuelyourmind', '#nitrocoldbrew', '#GotItFree']"
izeiks,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
JJ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#mask_io', '#WeekendWithLATOKEN', '#LatokenApp', '#Bitcoin', '#BrillianceXonLATOKEN', '#LATOKEN', '#Tesla', '#airdrop', '#giveaway', '#crypto', '#DeFi', '#bitcoin', '#btc', '#Ethereum', '#Portugal', '#Echobox']"
dawn,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#MLKDay', '#MFGADV', '#SuperHero', '#Shreveport', '#becomeaherodonateblood', '#7', '#mifamilia', '#truestory', '#sweeteyes', '#SharkTank', '#NationalLibraryWeek', '#employeeoftheday', '#JesusLovesMe', '#MySinsAreForgiven', '#LoveGod', '#LoveOthers', '#ServeAll', '#FathersDay', '#LouisianaWeather', '#schmoopiegoat', '#breakfastbyBen', '#FarmerBen', '#betterthanthefarmersmarket', '#BossierCity', '#CraigMorgan', '#InternationalHarvester', '#Vevo', '#OCD', '#breakthestigma', '#serioussoundadvice', '#wisdom', '#22q', '#Miggy500']"
alemac96610244,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#OntarioPlace']
itsfisayomi5413,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#LayconOnJimmyJumpOff', '#900KTwitteriCONs', '#LayconDubaiTour', '#900ktwittericons', '#PreorderWagwan', '#PreOrderOutNow', '#AfricanSocial20', '#NewProfilePic', '#RainingFirecondom', '#Icons', '#OfficialNaijaTop10', '#officialnaijatop10_oraimo', '#MunchITXMTV', '#1DayToSWBAlbum', '#3DaysToSWBalbum', '#TheHomerun', '#TrafficMagic', '#IAmLayconOnAM', '#SWBAtOneMonth', '#LayconInLiberia', '#LayconInGhana', '#AkwaabaLaycon', '#LayconOnAudiomack', '#VerifiedVideo', '#verifiedVideoOut', '#VerifiedVideoDropsMidnight', '#BBNaijaReunion', '#AllOverMeAcousticOnYT', '#IAmLayconShowmax', '#LayconOnYouTube', '#LayconIsTheiCON', '#LayconOnYoutube', '#SWBTheAlbum', '#5', '#LayconXBMI', '#GodBody', '#MostRequestedLive', '#bbnaija', '#ICONS', '#Laycon', '#100']"
SylviaMcdade3,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#CashAppExtraCredit']
FozKnows,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#FirstTweet', '#kevinthecat', '#NationalBurgerDay', '#mylifeisalie']"
Sompicy3,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#Botha', '#FNBLovesRugby', '#Habana', '#Smit', '#Steyn', '#covid19', '#ANC', '#bathabiledlamini', '#Clicks15SecondChallenge', '#AneleandTheClubon947']"
mythicalladybug,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#JIF', '#GIF', '#EarBiscuits', '#TransDayOfVisibility', '#earbiscuits', '#NewProfilePic2021', '#Ronstadt', '#RONSTADT', '#WeLoveYouJoey', '#mythicalsociety', '#itsmybirthday', '#overthehill', '#PartyTime', '#WeAreDifferentNotLess', '#MdWx']"
AaliyahWhitmo18,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.88%, Cluster: community cluster 22","['#love', '#heartbroken', '#BLESSED', '#MITB']"
Lucky1seth,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#WeLikeBonsais']
ChadWag66489155,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.88%, Cluster: community cluster 955","['#SpicyFluffy', '#spicyfluffy', '#GabrielIglesias', '#TCL', '#TFriday', '#5Gsfor5G', '#contest', '#MagentaMAX', '#firepit', '#FreeLikeTubiSweepstakes', '#money', '#sweepstakes', '#TheMaskedDancer', '#VIZIO', '#AmazonFire', '#campingworldnascar', '#VenmoItForward', '#InternationalWomensDay', '#campingworld', '#BuschContest', '#Sweepstakes', '#colourpoppaymyrent', '#tastetimeoff', '#winyourcpwishlist', '#naturdays', '#Roku', '#HeyRoku', '#NationalPicnicDay', '#WIN', '#FreebieFriday', '#attexplore', '#BuschBeerMoney', '#NationalBeerDay', '#ChavezRavine', '#CleanSnax', '#giveaway', '#camping', '#CPGIVEAWAY', '#BuschDogBrew', '#AcedIt', '#boxycharm', '#CampingWorldMoms', '#Competition', '#Danielsamogos', '#camingworldnascar', '#MemorialDay', '#ForTheFarmers', '#vacationbum', '#BuschReunionContest', '#campingworldroadtrip', '#sweepsta', '#ElephantBot70k', '#TubiAniMay', '#Giveaway', '#EntertoWin', '#Free', '#Contest', '#Freebie', '#campingworldwinner', '#TakeSummerByTheCooler', '#NattySours', '#CampingWorldGifts', '#campingworldgifts', '#Howyoubinsweepstakes', '#VenmoMe', '#CLUday', '#PlayoffBeerds', '#boardyourgear', '#BudLightStimmyTix', '#RoborockH7', '#Tubi90s', '#giftbasket', '#NHL', '#StanleyCup', '#GoBolts', '#GoHabsGo', '#MTLvsTBL', '#StanleyCupFinal', '#socialbutterfly', '#RT', '#Staycation', '#throwbackthursday', '#goodluck', '#prize', '#competition', '#kwiktripto', '#staycation', '#ULTRATinkerDrop', '#InternationalFriendshipDay', '#SecretsToAGoodNightSleepstakes', '#NationalGiveSomethingAwayDay', '#WinnerWinnerChickenDinner', '#TakeGoldTasteGolden', '#MakeATripToMars5x', '#ElevateWithVaro', '#ElevatewithVaro', '#elevatewithVaro', '#GoodSamMonth', '#Dodgers', '#Hatch', '#HungryForMore', '#BuschLightApple']"
BsBsNao2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#عاجل', '#ليفربول_بيرنلي', '#LIVBUR', '#UTC', '#الإمارات', '#الاهلي_الدحيل', '#الاهلي', '#البيتكوين', '#كأس_الاتحاد_الإنجليزي', '#الشروق', '#عمرو_أديب', '#عمرو_وردة', '#AlAhly', '#دوري_وي_المصري', '#وزير_الزراعة', '#الصحة', '#كورونا', '#صافينار', '#صالح_جمعة', '#الجائحة', '#الجانحة', '#العناني', '#الآثار', '#السفينة_الجانحة', '#اولاد_مصر', '#إبراهيم_عيسى', '#السويس', '#العربية', '#حسين_الجاسمى', '#NewProfilePic', '#وقفة_رجالة', '#السعودية', '#الأزهر_قادم', '#الرجاء_بيراميدز', '#راجعين_أقوى', '#بيراميدز', '#TotalCAFCC', '#ندعم_كامل_الوزير', '#رابعة', '#رابعه_مجزره_ابرياء', '#صندوق_النقد_الدولي', '#مصر', '#ليدز_ليفربول', '#مستشفى_ابن_الخطيب', '#العراق', '#LFC', '#الإختيار', '#سمير_غانم', '#الأهلي', '#رمضان_صبحي', '#يلا_بريميرليج', '#موسيماني', '#محمد_حسين_يعقوب', '#السيسي', '#كريستيانو_رونالدو', '#مباشر', '#بيرميدز', '#مصطفى_فتحي', '#فرج_عامر', '#خالد_الجندي', '#ملعب_ONTime', '#ONTime_Sports', '#حياة_كريمة', '#سنحيا_كراما', '#سد_النهضة', '#كفاية_هري', '#عبير_موسى', '#الإخوان', '#محمد_رمضان', '#محمد_العدل', '#عمر_كمال', '#منة_فضالي', '#الثانوية_العامة', '#بولتون', '#طالبان', '#كابل', '#أفغانستان', '#الرييس_الافغاني', '#مي_عمر', '#محمد_سامي']"
Lovely,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
CrocDaddy5,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.0%, Cluster: community cluster 13","['#safari', '#MattGaetzIsAPervert', '#MarjorieTaylorGreeneIsAMonster', '#KEEMsBored', '#sponsor', '#BlowUp', '#Bitcoin', '#dream', '#sponsorship']"
AdemAbrahim20,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
IamGh0xt,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#gamer', '#streamer', '#cod', '#diamond', '#twitchstreamer', '#twitch', '#stream', '#followers', '#live', '#halo', '#merch', '#coldwar', '#TwitchStreamers', '#ApexLegends', '#Sorry', '#halo3', '#games']"
NaitikSinha19,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.0%, Cluster: community cluster 16","['#Lucknow', '#YogiAdityanath', '#PMOIndia', '#UttarPradesh', '#2May_व', '#BJP', '#LabourDay', '#1May', '#MayDay2021', '#SolarEclipse', '#ArrestBhimArmyWorker', '#SonyBraviaXR', '#solareclipse2021', '#thursdaymorning', '#COVID19', '#BuddhadebDasgupta', '#Budget2021', '#Portugal', '#India', '#instagramdown', '#प', '#PSL6', '#nftart', '#LokiWednesdays', '#ShaniJayanti', '#BATTLEFIELD2042', '#bjp4india', '#UPElection2022', '#AKTU', '#Exams', '#lockdownextension', '#BTSMusterSoWooZoo', '#AdaniGroup', '#mondaythoughts', '#aktucancelexam', '#AktuCancelOfflineExam', '#internetdown', '#enoughVIT', '#Loki', '#WorldOceansDay', '#stackoverflow', '#tuesdayvibe', '#BestFriendsDay', '#க', '#EquityIsOpportunity', '#NarendraModi', '#BJP4UP', '#AmitShah', '#ज', '#90HzAmoledDisplay', '#OnePlusNord2', '#50MPCam', '#WarpCharge65', '#certification']"
elisesmith1119,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"15.79%, Cluster: community cluster 538","['#Gorgeous', '#beauty', '#skinca', '#selfie', '#Instagram', '#Repost', '#follow', '#Twitter', '#hair', '#Brands', '#makeup', '#hope', '#sugardaddyneededasap', '#sugardaddyswanted', '#sugarbabylegit', '#sugarbabyneededtobespoilt', '#SugarDaddys', '#sugardaddylegit', '#SugarBabies', '#SugarBabyTwitter', '#growthmindset', '#strongwomen', '#betterliving', '#skincare', '#SO', '#tan', '#summer', '#sunkissed', '#writing', '#AcademicTwitter', '#WritingCommunity', '#Orwell', '#BaddieQueen', '#follobackforfolloback', '#wednesdaythought', '#EssenceHot100', '#BardivsCardi', '#body', '#CashAppForHotties', '#Cashappblessing', '#depression', '#bcheatwave', '#brand', '#askmantıkintikam', '#LIVE', '#motivation', '#lifestyle', '#life', '#SuicidePrevention', '#ForTheFans', '#bae', '#PositiveVibes', '#selflove', '#selfconfidence', '#selfcare', '#model', '#Influencer', '#fitnessgirl', '#FridayVibes', '#HealthyLiving', '#Pampering', '#sponsor', '#SaturdayThoughts', '#HARDtalk', '#foodiebeauty', '#cashappme', '#folllowme', '#quote', '#quoteoftheday', '#beautiful', '#folllow', '#single', '#influinstser']"
